id,student_id,route_id,boarding_stop,academic_year,pass_type,status
bus-alloc-00368,STU-02516,route-07,Medchal,2023-2027,semester,active
bus-alloc-00369,STU-01853,route-07,Medchal,2024-2028,semester,active
bus-alloc-00370,STU-02376,route-03,SR Nagar,2025-2029,annual,active
bus-alloc-00371,STU-00675,route-01,Kandlakoya,2023-2027,annual,active
bus-alloc-00372,STU-02693,route-02,Medchal,2022-2026,semester,active
bus-alloc-00373,STU-00895,route-10,Kandlakoya,2025-2029,semester,active
bus-alloc-00374,STU-02534,route-03,Medchal,2024-2028,semester,active
bus-alloc-00375,STU-01047,route-10,Patancheru,2022-2026,annual,active
bus-alloc-00376,STU-01633,route-08,Alwal,2025-2029,annual,active
bus-alloc-00377,STU-02643,route-07,Medchal,2022-2026,annual,active
bus-alloc-00378,STU-00633,route-02,Neredmet,2023-2027,semester,active
bus-alloc-00379,STU-02860,route-01,Quthbullapur,2023-2027,annual,active
bus-alloc-00380,STU-02250,route-06,Medchal MMTS,2024-2028,semester,active
bus-alloc-00381,STU-03337,route-04,Bachupally,2025-2029,semester,active
bus-alloc-00382,STU-01671,route-07,BHEL Township,2025-2029,annual,active
bus-alloc-00383,STU-01055,route-01,Quthbullapur,2022-2026,annual,active
bus-alloc-00384,STU-02400,route-09,Bollaram,2025-2029,semester,active
bus-alloc-00385,STU-02536,route-03,SR Nagar,2024-2028,semester,active
bus-alloc-00386,STU-00606,route-06,Medchal Market,2023-2027,semester,active
bus-alloc-00387,STU-00159,route-05,Sainikpuri,2023-2027,annual,active
bus-alloc-00388,STU-03329,route-09,Kandlakoya,2025-2029,semester,active
bus-alloc-00389,STU-01021,route-07,BHEL Township,2022-2026,annual,active
bus-alloc-00390,STU-02648,route-08,Alwal,2022-2026,semester,active
bus-alloc-00391,STU-02264,route-02,Kandlakoya,2024-2028,semester,active
bus-alloc-00392,STU-02910,route-06,Medchal MMTS,2024-2028,semester,active
bus-alloc-00393,STU-01350,route-01,Secunderabad,2025-2029,semester,active
bus-alloc-00394,STU-02106,route-07,Quthbullapur,2023-2027,annual,active
bus-alloc-00395,STU-02940,route-02,Neredmet,2024-2028,annual,active
bus-alloc-00396,STU-02192,route-08,Lalapet,2024-2028,semester,active
bus-alloc-00397,STU-01007,route-01,Kandlakoya,2022-2026,annual,active
bus-alloc-00398,STU-02551,route-08,Lalapet,2024-2028,semester,active
bus-alloc-00399,STU-00678,route-06,Kandlakoya,2023-2027,annual,active
bus-alloc-00400,STU-02015,route-02,ECIL,2022-2026,annual,active
bus-alloc-00401,STU-00533,route-06,Medchal Chowrasta,2022-2026,semester,active
bus-alloc-00402,STU-01366,route-09,Medchal,2025-2029,semester,active
bus-alloc-00403,STU-01737,route-02,Dilsukhnagar,2022-2026,annual,active
bus-alloc-00404,STU-01098,route-08,Hakimpet,2023-2027,semester,active
bus-alloc-00405,STU-00301,route-02,Neredmet,2024-2028,annual,active
bus-alloc-00406,STU-01190,route-04,Miyapur,2023-2027,semester,active
bus-alloc-00407,STU-00196,route-04,Bachupally,2023-2027,annual,active
bus-alloc-00408,STU-02417,route-06,Medchal MMTS,2022-2026,semester,active
bus-alloc-00409,STU-00090,route-01,Quthbullapur,2022-2026,annual,active
bus-alloc-00410,STU-00049,route-08,Alwal,2022-2026,annual,active
bus-alloc-00411,STU-00305,route-08,Bolarum,2024-2028,annual,active
bus-alloc-00412,STU-02196,route-09,Bollaram,2024-2028,semester,active
bus-alloc-00413,STU-02047,route-09,IDA Jeedimetla,2023-2027,annual,active
bus-alloc-00414,STU-02040,route-03,SR Nagar,2022-2026,semester,active
bus-alloc-00415,STU-02480,route-10,Medchal,2023-2027,semester,active
bus-alloc-00416,STU-02358,route-09,Bollaram,2025-2029,semester,active
bus-alloc-00417,STU-02175,route-10,Kandlakoya,2024-2028,annual,active
bus-alloc-00418,STU-02244,route-05,Alwal,2024-2028,semester,active
bus-alloc-00419,STU-00650,route-05,Alwal,2023-2027,annual,active
bus-alloc-00420,STU-02866,route-03,Medchal,2023-2027,semester,active
bus-alloc-00421,STU-00342,route-09,Suraram,2024-2028,annual,active
bus-alloc-00422,STU-03112,route-04,Chandanagar,2025-2029,semester,active
bus-alloc-00423,STU-02375,route-06,Medchal Market,2025-2029,annual,active
bus-alloc-00424,STU-00602,route-09,Medchal,2023-2027,semester,active
bus-alloc-00425,STU-00346,route-02,Alwal,2024-2028,semester,active
bus-alloc-00426,STU-03030,route-10,Medchal,2025-2029,semester,active
bus-alloc-00427,STU-00204,route-09,Suraram,2023-2027,semester,active
bus-alloc-00428,STU-00765,route-01,Kompally,2024-2028,annual,active
bus-alloc-00429,STU-01300,route-01,Yapral,2024-2028,annual,active
bus-alloc-00430,STU-02457,route-01,Quthbullapur,2022-2026,annual,active
bus-alloc-00431,STU-00071,route-04,Pragathi Nagar,2022-2026,annual,active
bus-alloc-00432,STU-02806,route-05,Kandlakoya,2023-2027,semester,active
bus-alloc-00433,STU-02112,route-03,Ameerpet,2023-2027,semester,active
bus-alloc-00434,STU-00632,route-04,Medchal Chowrasta,2023-2027,annual,active
bus-alloc-00435,STU-00724,route-06,Kandlakoya,2024-2028,annual,active
bus-alloc-00436,STU-03229,route-10,Kandlakoya,2023-2027,annual,active
bus-alloc-00437,STU-00123,route-09,Bollaram,2023-2027,annual,active
bus-alloc-00438,STU-00523,route-09,Kandlakoya,2022-2026,semester,active
bus-alloc-00439,STU-02605,route-01,Yapral,2025-2029,semester,active
bus-alloc-00440,STU-00018,route-07,Dundigal,2022-2026,annual,active
bus-alloc-00441,STU-02967,route-01,Quthbullapur,2024-2028,semester,active
bus-alloc-00442,STU-03338,route-04,Medchal Chowrasta,2025-2029,semester,active
bus-alloc-00443,STU-01546,route-04,Kandlakoya,2023-2027,semester,active
bus-alloc-00444,STU-02124,route-10,Medchal,2023-2027,annual,active
bus-alloc-00445,STU-00584,route-04,Pragathi Nagar,2022-2026,semester,active
bus-alloc-00446,STU-03256,route-03,SR Nagar,2024-2028,annual,active
bus-alloc-00447,STU-01678,route-03,SR Nagar,2025-2029,semester,active
bus-alloc-00448,STU-01840,route-01,Yapral,2024-2028,semester,active
bus-alloc-00449,STU-00892,route-09,Suraram,2025-2029,annual,active
bus-alloc-00450,STU-02214,route-03,Bachupally,2024-2028,annual,active
bus-alloc-00451,STU-01172,route-06,Kandlakoya,2023-2027,annual,active
bus-alloc-00452,STU-01265,route-01,Trimulgherry,2024-2028,semester,active
bus-alloc-00453,STU-02388,route-10,Patancheru,2025-2029,semester,active
bus-alloc-00454,STU-03250,route-08,Medchal,2024-2028,semester,active
bus-alloc-00455,STU-02568,route-02,Alwal,2024-2028,annual,active
bus-alloc-00456,STU-01191,route-03,SR Nagar,2023-2027,annual,active
bus-alloc-00457,STU-00764,route-07,Kandlakoya,2024-2028,semester,active
bus-alloc-00458,STU-00183,route-02,Alwal,2023-2027,annual,active
bus-alloc-00459,STU-02268,route-04,Kandlakoya,2024-2028,semester,active
bus-alloc-00460,STU-00035,route-06,Medchal Chowrasta,2022-2026,semester,active
bus-alloc-00461,STU-00467,route-04,Medchal Chowrasta,2025-2029,semester,active
bus-alloc-00462,STU-00781,route-09,Kandlakoya,2024-2028,annual,active
bus-alloc-00463,STU-03309,route-02,Alwal,2025-2029,semester,active
bus-alloc-00464,STU-03225,route-04,Kandlakoya,2023-2027,annual,active
bus-alloc-00465,STU-01789,route-01,Quthbullapur,2023-2027,semester,active
bus-alloc-00466,STU-02305,route-07,Quthbullapur,2025-2029,semester,active
bus-alloc-00467,STU-00686,route-05,Medchal,2023-2027,semester,active
bus-alloc-00468,STU-00574,route-01,Kompally,2022-2026,semester,active
bus-alloc-00469,STU-01015,route-09,Medchal,2022-2026,semester,active
bus-alloc-00470,STU-03146,route-08,Bolarum,2022-2026,semester,active
bus-alloc-00471,STU-02588,route-04,Pragathi Nagar,2025-2029,annual,active
bus-alloc-00472,STU-03079,route-02,Uppal,2025-2029,annual,active
bus-alloc-00473,STU-00146,route-02,ECIL,2023-2027,annual,active
bus-alloc-00474,STU-03130,route-07,Quthbullapur,2022-2026,annual,active
bus-alloc-00475,STU-00013,route-09,Kandlakoya,2022-2026,semester,active
bus-alloc-00476,STU-02489,route-02,Uppal,2023-2027,annual,active
bus-alloc-00477,STU-00051,route-08,Kandlakoya,2022-2026,semester,active
bus-alloc-00478,STU-01873,route-01,Secunderabad,2025-2029,annual,active
bus-alloc-00479,STU-02104,route-01,Trimulgherry,2023-2027,semester,active
bus-alloc-00480,STU-03325,route-09,Jeedimetla,2025-2029,annual,active
bus-alloc-00481,STU-03185,route-05,Alwal,2023-2027,semester,active
bus-alloc-00482,STU-03047,route-08,Kandlakoya,2025-2029,semester,active
bus-alloc-00483,STU-01928,route-07,Dundigal,2022-2026,annual,active
bus-alloc-00484,STU-02825,route-07,Quthbullapur,2023-2027,annual,active
bus-alloc-00485,STU-02583,route-10,Patancheru,2025-2029,annual,active
bus-alloc-00486,STU-01832,route-02,Alwal,2024-2028,annual,active
bus-alloc-00487,STU-02855,route-05,Kandlakoya,2023-2027,semester,active
bus-alloc-00488,STU-00580,route-10,Patancheru,2022-2026,semester,active
bus-alloc-00489,STU-02423,route-08,Alwal,2022-2026,semester,active
bus-alloc-00490,STU-02089,route-01,Yapral,2023-2027,annual,active
bus-alloc-00491,STU-02530,route-09,IDA Jeedimetla,2024-2028,annual,active
bus-alloc-00492,STU-02038,route-07,Kandlakoya,2022-2026,semester,active
bus-alloc-00493,STU-01275,route-03,Bachupally,2024-2028,semester,active
bus-alloc-00494,STU-03032,route-01,Kompally,2025-2029,annual,active
bus-alloc-00495,STU-02281,route-02,Dilsukhnagar,2025-2029,annual,active
bus-alloc-00496,STU-01703,route-10,Medchal,2022-2026,semester,active
bus-alloc-00497,STU-01538,route-09,Medchal,2023-2027,annual,active
bus-alloc-00498,STU-02331,route-05,AS Rao Nagar,2025-2029,semester,active
bus-alloc-00499,STU-02729,route-04,Bachupally,2022-2026,annual,active
bus-alloc-00500,STU-02746,route-03,Kukatpally,2022-2026,annual,active
bus-alloc-00501,STU-02044,route-10,Sangareddy Bypass,2023-2027,annual,active
bus-alloc-00502,STU-01421,route-02,Uppal,2025-2029,annual,active
bus-alloc-00503,STU-00351,route-09,Bollaram,2024-2028,annual,active
bus-alloc-00504,STU-01906,route-05,Kandlakoya,2025-2029,annual,active
bus-alloc-00505,STU-02392,route-05,Sainikpuri,2025-2029,annual,active
bus-alloc-00506,STU-00311,route-10,Dundigal,2024-2028,semester,active
bus-alloc-00507,STU-01771,route-06,Medchal Market,2023-2027,annual,active
bus-alloc-00508,STU-02374,route-02,Neredmet,2025-2029,annual,active
bus-alloc-00509,STU-00464,route-04,Pragathi Nagar,2025-2029,semester,active
bus-alloc-00510,STU-02707,route-08,Lalapet,2022-2026,semester,active
bus-alloc-00511,STU-02057,route-10,Isnapur,2023-2027,semester,active
bus-alloc-00512,STU-02747,route-06,Kandlakoya,2022-2026,annual,active
bus-alloc-00513,STU-02750,route-01,Malkajgiri,2022-2026,annual,active
bus-alloc-00514,STU-00164,route-04,Kandlakoya,2023-2027,semester,active
bus-alloc-00515,STU-01489,route-05,Neredmet,2022-2026,annual,active
bus-alloc-00516,STU-00313,route-06,Kandlakoya,2024-2028,semester,active
bus-alloc-00517,STU-02594,route-08,Lalapet,2025-2029,semester,active
bus-alloc-00518,STU-02779,route-08,Medchal,2023-2027,annual,active
bus-alloc-00519,STU-00883,route-03,SR Nagar,2025-2029,semester,active
bus-alloc-00520,STU-01211,route-03,KPHB,2024-2028,semester,active
bus-alloc-00521,STU-01206,route-02,LB Nagar,2024-2028,annual,active
bus-alloc-00522,STU-00029,route-09,Kandlakoya,2022-2026,annual,active
bus-alloc-00523,STU-03261,route-10,Medchal,2024-2028,semester,active
bus-alloc-00524,STU-00729,route-10,Isnapur,2024-2028,annual,active
bus-alloc-00525,STU-00910,route-09,Suraram,2025-2029,semester,active
bus-alloc-00526,STU-00952,route-03,Nizampet,2025-2029,semester,active
bus-alloc-00527,STU-00853,route-04,Medchal Chowrasta,2025-2029,semester,active
bus-alloc-00528,STU-00846,route-03,Kandlakoya,2025-2029,annual,active
bus-alloc-00529,STU-02876,route-07,Dundigal,2023-2027,annual,active
bus-alloc-00530,STU-03037,route-04,Medchal Chowrasta,2025-2029,annual,active
bus-alloc-00531,STU-01800,route-09,IDA Jeedimetla,2023-2027,semester,active
bus-alloc-00532,STU-01281,route-03,Kukatpally,2024-2028,annual,active
bus-alloc-00533,STU-03313,route-08,Lalapet,2025-2029,annual,active
bus-alloc-00534,STU-01498,route-04,Bachupally,2022-2026,annual,active
bus-alloc-00535,STU-02978,route-02,Neredmet,2024-2028,semester,active
bus-alloc-00536,STU-00119,route-04,Miyapur,2022-2026,annual,active
bus-alloc-00537,STU-00412,route-09,Suraram,2025-2029,semester,active
bus-alloc-00538,STU-01582,route-08,Alwal,2024-2028,annual,active
bus-alloc-00539,STU-02857,route-01,Quthbullapur,2023-2027,semester,active
bus-alloc-00540,STU-01409,route-02,Neredmet,2025-2029,semester,active
bus-alloc-00541,STU-01130,route-10,Medchal,2023-2027,annual,active
bus-alloc-00542,STU-00127,route-07,Medchal,2023-2027,semester,active
bus-alloc-00543,STU-01134,route-10,Kandlakoya,2023-2027,annual,active
bus-alloc-00544,STU-01478,route-09,Suraram,2022-2026,semester,active
bus-alloc-00545,STU-01922,route-04,Medchal Chowrasta,2022-2026,semester,active
bus-alloc-00546,STU-01067,route-06,Medchal Chowrasta,2022-2026,semester,active
bus-alloc-00547,STU-00932,route-08,Medchal,2025-2029,annual,active
bus-alloc-00548,STU-02743,route-09,IDA Jeedimetla,2022-2026,semester,active
bus-alloc-00549,STU-02749,route-03,KPHB,2022-2026,annual,active
bus-alloc-00550,STU-00625,route-09,Kandlakoya,2023-2027,semester,active
bus-alloc-00551,STU-02852,route-04,Chandanagar,2023-2027,annual,active
bus-alloc-00552,STU-01159,route-03,Nizampet,2023-2027,annual,active
bus-alloc-00553,STU-00856,route-04,Bachupally,2025-2029,semester,active
bus-alloc-00554,STU-02564,route-02,Kandlakoya,2024-2028,semester,active
bus-alloc-00555,STU-01452,route-08,Hakimpet,2022-2026,annual,active
bus-alloc-00556,STU-03312,route-07,Quthbullapur,2025-2029,annual,active
bus-alloc-00557,STU-02201,route-01,Trimulgherry,2024-2028,annual,active
bus-alloc-00558,STU-02173,route-03,Ameerpet,2024-2028,annual,active
bus-alloc-00559,STU-02856,route-01,Trimulgherry,2023-2027,semester,active
bus-alloc-00560,STU-03080,route-03,Medchal,2025-2029,annual,active
bus-alloc-00561,STU-02479,route-05,Sainikpuri,2023-2027,annual,active
bus-alloc-00562,STU-00347,route-08,Medchal,2024-2028,semester,active
bus-alloc-00563,STU-02316,route-08,Hakimpet,2025-2029,annual,active
bus-alloc-00564,STU-01342,route-07,Kandlakoya,2025-2029,annual,active
bus-alloc-00565,STU-03109,route-10,Isnapur,2025-2029,semester,active
bus-alloc-00566,STU-01441,route-03,Nizampet,2022-2026,semester,active
bus-alloc-00567,STU-01440,route-10,Medchal,2025-2029,annual,active
bus-alloc-00568,STU-01673,route-04,Bachupally,2025-2029,semester,active
bus-alloc-00569,STU-01094,route-03,SR Nagar,2023-2027,annual,active
bus-alloc-00570,STU-01227,route-04,Medchal Chowrasta,2024-2028,semester,active
bus-alloc-00571,STU-02871,route-03,SR Nagar,2023-2027,annual,active
bus-alloc-00572,STU-00556,route-08,Medchal,2022-2026,annual,active
bus-alloc-00573,STU-01034,route-09,Medchal,2022-2026,annual,active
bus-alloc-00574,STU-01040,route-02,Kandlakoya,2022-2026,annual,active
bus-alloc-00575,STU-01947,route-10,Medchal,2022-2026,annual,active
bus-alloc-00576,STU-00824,route-07,Kandlakoya,2024-2028,semester,active
bus-alloc-00577,STU-00166,route-06,Medchal MMTS,2023-2027,semester,active
bus-alloc-00578,STU-02049,route-04,Bachupally,2023-2027,semester,active
bus-alloc-00579,STU-00863,route-06,Medchal MMTS,2025-2029,semester,active
bus-alloc-00580,STU-01866,route-03,Bachupally,2025-2029,semester,active
bus-alloc-00581,STU-01384,route-04,Miyapur,2025-2029,semester,active
bus-alloc-00582,STU-02651,route-10,Medchal,2022-2026,semester,active
bus-alloc-00583,STU-02959,route-05,AS Rao Nagar,2024-2028,annual,active
bus-alloc-00584,STU-00635,route-01,Kompally,2023-2027,annual,active
bus-alloc-00585,STU-02306,route-09,Jeedimetla,2025-2029,semester,active
bus-alloc-00586,STU-00820,route-04,Kandlakoya,2024-2028,semester,active
bus-alloc-00587,STU-00667,route-07,Dundigal,2023-2027,annual,active
bus-alloc-00588,STU-02766,route-03,Medchal,2023-2027,semester,active
bus-alloc-00589,STU-00572,route-05,Medchal,2022-2026,semester,active
bus-alloc-00590,STU-00949,route-10,Sangareddy Bypass,2025-2029,semester,active
bus-alloc-00591,STU-01802,route-07,BHEL Township,2024-2028,semester,active
bus-alloc-00592,STU-01695,route-09,Medchal,2022-2026,semester,active
bus-alloc-00593,STU-00362,route-03,Nizampet,2025-2029,semester,active
bus-alloc-00594,STU-01043,route-05,Neredmet,2022-2026,semester,active
bus-alloc-00595,STU-01014,route-07,BHEL Township,2022-2026,annual,active
bus-alloc-00596,STU-01675,route-04,Bachupally,2025-2029,annual,active
bus-alloc-00597,STU-00337,route-02,ECIL,2024-2028,semester,active
bus-alloc-00598,STU-03052,route-06,Medchal MMTS,2025-2029,annual,active
bus-alloc-00599,STU-03136,route-07,Quthbullapur,2022-2026,annual,active
bus-alloc-00600,STU-02260,route-03,Kandlakoya,2024-2028,semester,active
bus-alloc-00601,STU-00589,route-02,LB Nagar,2022-2026,semester,active
bus-alloc-00602,STU-00366,route-04,Pragathi Nagar,2025-2029,annual,active
bus-alloc-00603,STU-01641,route-10,Patancheru,2025-2029,semester,active
bus-alloc-00604,STU-01119,route-07,Kandlakoya,2023-2027,semester,active
bus-alloc-00605,STU-02883,route-10,Patancheru,2024-2028,annual,active
bus-alloc-00606,STU-02298,route-08,Alwal,2025-2029,annual,active
bus-alloc-00607,STU-00334,route-04,Kandlakoya,2024-2028,semester,active
bus-alloc-00608,STU-02293,route-04,Miyapur,2025-2029,annual,active
bus-alloc-00609,STU-00072,route-10,Isnapur,2022-2026,annual,active
bus-alloc-00610,STU-01196,route-06,Medchal Market,2023-2027,annual,active
bus-alloc-00611,STU-02508,route-03,SR Nagar,2023-2027,semester,active
bus-alloc-00612,STU-00092,route-07,Dundigal,2022-2026,semester,active
bus-alloc-00613,STU-00341,route-07,Kandlakoya,2024-2028,annual,active
bus-alloc-00614,STU-00926,route-09,Jeedimetla,2025-2029,annual,active
bus-alloc-00615,STU-00158,route-02,Neredmet,2023-2027,semester,active
bus-alloc-00616,STU-00651,route-06,Medchal Chowrasta,2023-2027,annual,active
bus-alloc-00617,STU-01766,route-10,Isnapur,2023-2027,semester,active
bus-alloc-00618,STU-01661,route-07,Kandlakoya,2025-2029,annual,active
bus-alloc-00619,STU-01464,route-05,AS Rao Nagar,2022-2026,semester,active
bus-alloc-00620,STU-00361,route-09,Jeedimetla,2025-2029,annual,active
bus-alloc-00621,STU-02738,route-09,Suraram,2022-2026,semester,active
bus-alloc-00622,STU-03126,route-02,Neredmet,2022-2026,semester,active
bus-alloc-00623,STU-02983,route-08,Alwal,2024-2028,semester,active
bus-alloc-00624,STU-02664,route-04,Pragathi Nagar,2022-2026,semester,active
bus-alloc-00625,STU-02016,route-08,Medchal,2022-2026,annual,active
bus-alloc-00626,STU-02478,route-08,Bolarum,2023-2027,semester,active
bus-alloc-00627,STU-02698,route-02,Medchal,2022-2026,annual,active
bus-alloc-00628,STU-00731,route-04,Pragathi Nagar,2024-2028,semester,active
bus-alloc-00629,STU-01755,route-06,Medchal MMTS,2023-2027,semester,active
bus-alloc-00630,STU-02597,route-04,Pragathi Nagar,2025-2029,annual,active
bus-alloc-00631,STU-02684,route-07,Dundigal,2022-2026,annual,active
bus-alloc-00632,STU-03113,route-09,IDA Jeedimetla,2025-2029,semester,active
bus-alloc-00633,STU-03348,route-06,Medchal Chowrasta,2025-2029,annual,active
bus-alloc-00634,STU-00400,route-10,Sangareddy Bypass,2025-2029,annual,active
bus-alloc-00635,STU-01976,route-04,Bachupally,2022-2026,annual,active
bus-alloc-00636,STU-02127,route-04,Kandlakoya,2023-2027,annual,active
bus-alloc-00637,STU-02765,route-05,AS Rao Nagar,2023-2027,annual,active
bus-alloc-00638,STU-00319,route-04,Chandanagar,2024-2028,semester,active
bus-alloc-00639,STU-02872,route-03,SR Nagar,2023-2027,annual,active
bus-alloc-00640,STU-02297,route-02,Kandlakoya,2025-2029,annual,active
bus-alloc-00641,STU-00255,route-09,Jeedimetla,2024-2028,semester,active
bus-alloc-00642,STU-01210,route-06,Medchal Chowrasta,2024-2028,semester,active
bus-alloc-00643,STU-00741,route-10,Sangareddy Bypass,2024-2028,semester,active
bus-alloc-00644,STU-01545,route-03,Bachupally,2023-2027,semester,active
bus-alloc-00645,STU-00906,route-04,Medchal Chowrasta,2025-2029,annual,active
bus-alloc-00646,STU-03017,route-01,Kompally,2025-2029,semester,active
bus-alloc-00647,STU-02827,route-08,Medchal,2023-2027,annual,active
bus-alloc-00648,STU-00088,route-09,Suraram,2022-2026,semester,active
bus-alloc-00649,STU-02279,route-03,Kandlakoya,2024-2028,annual,active
bus-alloc-00650,STU-00963,route-09,Bollaram,2022-2026,semester,active
bus-alloc-00651,STU-02504,route-01,Secunderabad,2023-2027,annual,active
bus-alloc-00652,STU-03095,route-07,Kandlakoya,2025-2029,annual,active
bus-alloc-00653,STU-02571,route-06,Medchal Chowrasta,2024-2028,semester,active
bus-alloc-00654,STU-02933,route-03,Bachupally,2024-2028,annual,active
bus-alloc-00655,STU-02202,route-05,Alwal,2024-2028,semester,active
bus-alloc-00656,STU-02011,route-06,Medchal Market,2022-2026,semester,active
bus-alloc-00657,STU-02211,route-07,BHEL Township,2024-2028,semester,active
bus-alloc-00658,STU-02774,route-06,Medchal Chowrasta,2023-2027,semester,active
bus-alloc-00659,STU-02525,route-05,Alwal,2024-2028,annual,active
bus-alloc-00660,STU-01337,route-10,Isnapur,2025-2029,annual,active
bus-alloc-00661,STU-03021,route-02,Neredmet,2025-2029,annual,active
bus-alloc-00662,STU-00242,route-09,Bollaram,2024-2028,semester,active
bus-alloc-00663,STU-02726,route-04,Chandanagar,2022-2026,annual,active
bus-alloc-00664,STU-00420,route-08,Bolarum,2025-2029,annual,active
bus-alloc-00665,STU-01557,route-07,Medchal,2023-2027,annual,active
bus-alloc-00666,STU-01845,route-09,Medchal,2024-2028,semester,active
bus-alloc-00667,STU-01727,route-08,Lalapet,2022-2026,semester,active
bus-alloc-00668,STU-03308,route-09,Medchal,2025-2029,annual,active
bus-alloc-00669,STU-03351,route-07,Quthbullapur,2025-2029,annual,active
bus-alloc-00670,STU-02390,route-01,Trimulgherry,2025-2029,semester,active
bus-alloc-00671,STU-03326,route-08,Kandlakoya,2025-2029,annual,active
bus-alloc-00672,STU-00876,route-08,Kandlakoya,2025-2029,semester,active
bus-alloc-00673,STU-01416,route-05,Neredmet,2025-2029,semester,active
bus-alloc-00674,STU-02546,route-09,Medchal,2024-2028,semester,active
bus-alloc-00675,STU-00388,route-06,Medchal MMTS,2025-2029,semester,active
bus-alloc-00676,STU-02123,route-02,Alwal,2023-2027,annual,active
bus-alloc-00677,STU-00417,route-10,Medchal,2025-2029,annual,active
bus-alloc-00678,STU-00771,route-05,Neredmet,2024-2028,semester,active
bus-alloc-00679,STU-02132,route-09,Bollaram,2023-2027,semester,active
bus-alloc-00680,STU-00083,route-02,Medchal,2022-2026,semester,active
bus-alloc-00681,STU-01964,route-08,Kandlakoya,2022-2026,annual,active
bus-alloc-00682,STU-00089,route-03,Nizampet,2022-2026,semester,active
bus-alloc-00683,STU-02506,route-10,Medchal,2023-2027,semester,active
bus-alloc-00684,STU-01294,route-02,LB Nagar,2024-2028,annual,active
bus-alloc-00685,STU-03002,route-06,Medchal Market,2025-2029,semester,active
bus-alloc-00686,STU-01023,route-06,Medchal Chowrasta,2022-2026,semester,active
bus-alloc-00687,STU-01914,route-10,Kandlakoya,2025-2029,semester,active
bus-alloc-00688,STU-00118,route-05,Alwal,2022-2026,semester,active
bus-alloc-00689,STU-02858,route-10,Medchal,2023-2027,semester,active
bus-alloc-00690,STU-00426,route-07,BHEL Township,2025-2029,annual,active
bus-alloc-00691,STU-02669,route-01,Trimulgherry,2022-2026,annual,active
bus-alloc-00692,STU-02325,route-05,Kandlakoya,2025-2029,annual,active
bus-alloc-00693,STU-00744,route-04,Chandanagar,2024-2028,semester,active
bus-alloc-00694,STU-01122,route-02,LB Nagar,2023-2027,annual,active
bus-alloc-00695,STU-01708,route-08,Medchal,2022-2026,annual,active
bus-alloc-00696,STU-01467,route-01,Kandlakoya,2022-2026,semester,active
bus-alloc-00697,STU-02801,route-09,Jeedimetla,2023-2027,annual,active
bus-alloc-00698,STU-02436,route-05,Medchal,2022-2026,annual,active
bus-alloc-00699,STU-03028,route-02,Medchal,2025-2029,semester,active
bus-alloc-00700,STU-01658,route-04,Chandanagar,2025-2029,semester,active
bus-alloc-00701,STU-03124,route-08,Kandlakoya,2022-2026,annual,active
bus-alloc-00702,STU-01306,route-03,Kukatpally,2024-2028,annual,active
bus-alloc-00703,STU-03081,route-01,Quthbullapur,2025-2029,semester,active
bus-alloc-00704,STU-01696,route-06,Kandlakoya,2022-2026,semester,active
bus-alloc-00705,STU-00918,route-09,Suraram,2025-2029,semester,active
bus-alloc-00706,STU-00751,route-03,Kukatpally,2024-2028,semester,active
bus-alloc-00707,STU-03203,route-10,Dundigal,2023-2027,semester,active
bus-alloc-00708,STU-02694,route-06,Kandlakoya,2022-2026,annual,active
bus-alloc-00709,STU-00815,route-02,Kandlakoya,2024-2028,semester,active
bus-alloc-00710,STU-03202,route-06,Kandlakoya,2023-2027,semester,active
bus-alloc-00711,STU-00039,route-03,Bachupally,2022-2026,annual,active
bus-alloc-00712,STU-02208,route-01,Kompally,2024-2028,annual,active
bus-alloc-00713,STU-00396,route-06,Medchal Chowrasta,2025-2029,semester,active
bus-alloc-00714,STU-00215,route-09,Jeedimetla,2023-2027,semester,active
bus-alloc-00715,STU-03005,route-08,Lalapet,2025-2029,annual,active
bus-alloc-00716,STU-02751,route-07,Dundigal,2022-2026,annual,active
bus-alloc-00717,STU-01831,route-01,Kompally,2024-2028,semester,active
bus-alloc-00718,STU-00312,route-04,Bachupally,2024-2028,semester,active
bus-alloc-00719,STU-01375,route-07,BHEL Township,2025-2029,annual,active
bus-alloc-00720,STU-02141,route-07,Medchal,2023-2027,annual,active
bus-alloc-00721,STU-01770,route-05,Sainikpuri,2023-2027,semester,active
bus-alloc-00722,STU-02120,route-04,Medchal Chowrasta,2023-2027,semester,active
bus-alloc-00723,STU-00931,route-05,Kandlakoya,2025-2029,semester,active
bus-alloc-00724,STU-01124,route-07,BHEL Township,2023-2027,annual,active
bus-alloc-00725,STU-02714,route-03,Kukatpally,2022-2026,semester,active
bus-alloc-00726,STU-01850,route-02,Kandlakoya,2024-2028,semester,active
bus-alloc-00727,STU-00659,route-05,Kandlakoya,2023-2027,semester,active
bus-alloc-00728,STU-00661,route-04,Pragathi Nagar,2023-2027,annual,active
bus-alloc-00729,STU-02136,route-03,Ameerpet,2023-2027,annual,active
bus-alloc-00730,STU-02632,route-03,SR Nagar,2025-2029,semester,active
bus-alloc-00731,STU-02841,route-05,AS Rao Nagar,2023-2027,semester,active
bus-alloc-00732,STU-00745,route-01,Trimulgherry,2024-2028,annual,active
bus-alloc-00733,STU-02373,route-03,Ameerpet,2025-2029,semester,active
bus-alloc-00734,STU-01990,route-04,Pragathi Nagar,2022-2026,semester,active
